,Player Name,Nation,Squad,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,DF,FW,MF,Prediction,market_value,difference,difference %
567,ardian ismajli,al ALB,Empoli,-0.45648643584471726,0.2621964363746951,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5577416283626164,-0.8174892498920415,-0.08586507939926628,-0.5179307368843165,-0.3041753519952772,-0.5329666862416353,-0.5607788475195414,0.17278251578774845,-0.27425408299505566,0.01574279537189338,-0.6234130138535671,-0.5278195930549912,-0.7045288765880069,-0.6578750410617571,-0.7262732797114314,-0.8748744658672906,-0.47534201377169444,-0.38073904770707195,-0.5708523236972177,-0.8133170824188829,-0.695512768828755,-0.7833742421652848,-0.6279108018223069,-0.6856942849866718,-0.12919278997897962,0.2145686110833484,-0.17951278670588355,-0.8229777481582592,0.1203127927481735,-0.8518186591654616,1.4578034734746843,2.9468247256139213,0.024513701863791985,1.6585402660856352,-1.0077873322297508,-0.8904700813199369,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,3.77,2.2,1.57,71.36
568,ko itakura,jp JPN,M'Gladbach,-2.234093735120475,-1.474743246062801,-0.5723654820758671,0.9238025006703579,0.03121788329820736,-0.6312355317244682,-0.6202340314843586,-0.33289647502112946,-1.1790263730473627,2.8844214413345246,-0.7787314876010852,-0.7460575861447992,0.4275878770007926,-0.6187319271963095,0.8802589741415913,-0.572350118604563,-0.2992944215850663,-0.5652681825322601,-0.6578750410617571,-0.7262732797114314,1.1992045504196314,0.8724322383356096,0.9077546984673048,0.6064352326064152,-0.7627373359279304,-0.026569415692277797,-0.4127940077928795,-0.6279108018223069,-0.5628237561410383,-1.0249549855382238,-0.6928475836859532,-1.0379028679375384,-0.8229777481582592,-0.769780023290362,-0.173657294889533,0.5312011186430498,1.2877320142160449,-0.1261974758345915,0.8367039549088457,-0.3273042192013698,-0.626147424000693,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,0.14793837363647916,-0.48143675468883057,0.0458296132522146,-0.18565716486654,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,8.14,7.5,0.64,8.53
569,hiroki ito,jp JPN,Stuttgart,0.2545564838655857,0.7331743118048623,-0.5723654820758671,-0.18680323482584363,-0.49045962418665945,-0.6032585625946114,-0.011326549976511616,-0.8269592662648558,0.8042605354417761,-0.3041753519952772,-0.19558777740621494,-0.4242923745820737,0.8878426003257699,0.6431549618596598,-0.06280320529104085,0.09751274904484067,-0.36924165312282037,-0.45216782133062994,-0.6578750410617571,-0.7262732797114314,1.3331825294959487,-0.05453765323341288,0.04980130749679194,-0.030283982117321206,0.07966686293892743,0.7502460427091121,-0.2326378737025163,-0.3294774514610446,0.9665095219812094,-0.09566569065947624,0.1876016021668471,-0.39763719419964144,-0.0491650351717691,-0.22014115562729072,0.4633129301830158,0.30579990567074516,0.24472498539792284,0.24098975710328943,1.0909160342135307,-0.17559406138953404,0.04628779833020664,0.7656881273708829,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,0.8664629115926213,-0.28903739673015555,0.0419162461696234,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,8.84,5.5,3.34,60.73
570,junya ito,jp JPN,Reims,-0.10096497598956576,0.1853702581130366,0.6126548414143199,-0.1432432357869277,0.36309775352900947,0.2570694777458041,1.3222578485278225,0.6552291074663232,-1.1790263730473627,2.8844214413345246,-0.4214364684448021,0.368911620315383,-0.587219616712258,-0.26118707719414225,-0.6147781335662783,0.9879621792938463,0.5810936545394967,-0.08285732253551671,0.9523757785307587,0.24787153808445775,-0.6219035355436477,-0.537233329990581,-0.7888160962216731,-0.7473444954691331,0.8954501426000208,-0.38192427509384125,1.2468827093711923,0.9563150512818851,0.02104937705565319,-0.6269806386540453,-0.821532257813821,-0.6130486115504424,0.546277289736479,-1.020853618057942,0.7480690664150736,-0.5449625673525399,-0.5527154967017893,-0.35582650658231146,-0.9096065653615517,0.4502764154369951,0.6087065512030582,0.10845245744109401,0.328249143205997,0.12450476674771792,0.38684779749853876,-0.48143675468883057,-0.2705787419717835,-0.03826505927317,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,7.04,9.0,-1.96,-21.78
571,alex iwobi,ng NGA,Everton,0.9655994035758887,1.588283078543322,-0.2749171151913569,1.5643087265385787,0.541191612375428,-0.4242349518413825,0.814710731138785,-0.08586507939926628,-0.5179307368843165,-0.3041753519952772,-0.23541999804794084,-0.5264923905497426,0.3120226108128294,1.987565692920055,-1.0881968577490324,0.2685798792241242,-0.37310187561386626,-0.22849585650864848,0.009349649332758008,0.3976323074869871,1.1503060385566046,0.3786345461209871,0.3899926413986845,0.5937242974748479,2.034825484606741,1.3231949050593044,1.1473145523609747,0.8490813728469914,1.0939043532455779,1.4808757735247948,1.6944423635538275,1.338676497292961,-0.34426310368356605,0.3503589739539695,0.8394059403008285,0.5367090430201928,-0.4624719600985574,0.9863250359025711,0.09386216873589026,0.27138076394060934,1.3345321190062462,-0.1698905111816533,0.07554249341793477,-0.11475452934211253,0.08677756112779186,1.1863035103712714,0.14676694000409343,1.0677653010994799,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,17.0,25.0,-8.0,-32.0
572,armando izzo,it ITA,Monza,-1.5230508154101716,-0.8467727454892447,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.4135080310351163,-0.3981355865769678,0.9022605030881865,0.14316489927872983,-0.3041753519952772,-0.24458140879553825,-0.10351619543193859,0.09453520013964864,-0.5422592489520396,-0.12371767969448608,-0.5419953496404195,-0.7488301980756793,-0.5931516510833545,-0.6578750410617571,-0.7262732797114314,-1.0533803236898454,-0.5722742989662893,-0.463826585827998,-0.34850401112854984,-0.5056975715967158,-0.48414964560661977,-0.5207632280508349,-0.4144550834283193,-0.6084239620982842,0.06787489304405425,0.6285358532226286,-0.4654619477735713,-0.2695049263272443,-0.2854018289731288,-0.7437665403855822,-0.8720485380567112,-0.59610181237642,-0.7515118531213416,-0.05881170441537391,-0.7753513612268481,-0.728883391803429,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,2.79,2.8,-0.01,-0.36
573,nicolas jackson,sn SEN,Villarreal,0.2545564838655857,-0.2822673486970585,0.5763323793916326,1.1212164163147251,0.9666198652631495,1.1146433086900165,0.9943272587316749,-1.3210220575085823,-0.5179307368843165,-0.3041753519952772,2.1644712956160577,0.5479264869942359,-0.8339996122178039,-0.22961578801072774,-0.6261345506535535,-0.4026978293515746,1.0617685591245478,0.8479716296175911,0.6164784172705067,0.4345826281620034,0.1571207401451394,0.22735376272118749,0.6484083858216039,1.7630000564517747,0.13497921728868273,-0.4978770525040499,0.4179778022611273,-0.6279108018223069,-0.16718541568169773,-0.45960107411240336,-0.6625688368323374,0.1259699033910965,-0.8229777481582592,-0.5127065080595864,-0.35334617750137676,0.49857725887074256,-0.034682887546698744,0.6668173391819966,-0.6737226821134407,0.33161173550393447,0.10028485227377068,-0.1272734059379791,0.17855666912771814,1.2903223559752368,0.20909918614516643,-0.48143675468883057,1.0749221265860427,0.3579249205618091,-0.27162260048869397,2.404298318808957,1.7854639675611848,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,18.15,15.0,3.15,21.0
574,paul jaeckel,de GER,Union Berlin,-0.45648643584471726,-0.1887398273350395,-0.03835543945385255,-0.5980096257532103,-0.30819169052352846,-0.5678887156117873,-0.8174892498920415,-0.5799278706429927,-0.5179307368843165,-0.3041753519952772,0.7400710854679307,-0.7328704873102615,1.169131668373554,0.32709127792347775,0.3237333162878042,-0.5697776805567544,-0.25518494592071406,-0.7326585073815268,4.106383450282636,1.2192170891625418,-0.2398839116137508,0.8486198671532214,0.9676924451444572,-0.0167355768819177,-0.8801651684244692,0.42419578952121134,-0.5238747329574042,-0.6279108018223069,-0.14182551001879137,0.37268997159007117,0.31250143293801236,0.7722041554434984,-0.8229777481582592,0.4218964871689955,1.6166648278776397,-0.08229691967254665,-0.055508319070521873,-0.07139341121699798,1.3832507613158895,-0.6785105915016624,-0.7745887633062211,0.42009003953546165,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,10.35,7.5,2.85,38.0
575,kristijan jakic,hr CRO,Eint Frankfurt,0.6100779437207372,0.509376314260031,-0.09668093135566828,-0.5980096257532103,-0.34919583725241415,-0.3597284686145107,-0.14075976003999138,-0.33289647502112946,-0.5179307368843165,-0.3041753519952772,0.7360878634037585,-0.25945363915034964,0.08691110271752606,2.2981044012491374,0.48569235350822043,-0.21465260805675362,-0.11791543413911736,-0.3986611011816198,1.1057003563577172,0.6716805191600255,0.8971050749110243,0.8666243429252702,0.978363469272905,0.08665476004842225,-0.07443868046333142,0.3220677765041597,-0.21832495113229758,-0.1686269338087034,0.6401644448824872,1.4442774895348016,1.9385647600611045,0.9328131719065644,-0.227535423250011,0.9823998261938848,1.8596328518743857,3.4898038821498205,1.9784421597561648,3.26453000205596,1.4202737173501698,-0.06454131968814743,0.25782681864843826,0.1916889911201452,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,1.592957985961268,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,13.56,9.0,4.56,50.67
576,reece james,eng ENG,Chelsea,-1.878572275265323,-0.9937445647724175,0.4483888352796647,0.9297266605396498,0.7516140899003086,0.1850251582766907,2.5860327805679755,-0.8269592662648558,0.8042605354417761,-0.3041753519952772,-0.1617303898607481,0.07615802618864059,0.31322641566895343,0.5808016657224161,2.7982588469157923,1.9140398765050028,0.15374128996409472,0.438469550150113,1.0951892824679406,1.8303903225498095,2.029394809287672,1.8524624666919,1.7255029656486474,1.7074199572271382,0.5786612040514233,0.3115531669657024,0.580709508874702,0.4808449676554671,0.46514537763143987,0.8755964613826186,0.22781556283180532,1.6381906090754337,-0.10425000796063812,2.9234017879783374,-0.7945092480998902,0.5384037889823896,-0.3036780447294093,0.8882257602370762,0.09477857853871836,1.6906749770027762,0.6347950154679259,1.0466946650713596,0.37009865208809634,0.16412732533584254,-0.610837956549423,-0.48143675468883057,0.8383812190238787,0.6385594896115853,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,61.5,70.0,-8.5,-12.14
577,vitaly janelt,de GER,Brentford,0.9655994035758887,0.445911210478661,-0.1469735710793898,0.0386633201995852,-0.08549252236125637,-0.15910605785947535,-0.2123082523591508,-0.5799278706429927,-0.5179307368843165,-0.3041753519952772,0.3640549226100367,0.8660652463774631,1.274665227427146,1.531799054347264,0.8016925666195597,-0.10120809014838687,-0.37269011854815487,-0.5384364981078924,1.1975580020901129,1.1678971993361305,-0.5075441126381818,0.7557828928248909,0.8109069548226328,1.2055706501146302,-0.15962562192177768,0.42838216183744926,-0.025411646925000128,0.19353964052801484,0.07629349080020137,1.3695453292195734,0.6602339163350076,1.385339927751824,1.8394626033037316,0.7871162610871602,0.5749468871544934,0.22911265088129515,0.6299954685886432,-0.10153564675667451,0.13216809849413014,0.17478164304817426,0.450355640200022,-0.1425889281349246,0.7950321268909529,0.5664486894614177,-0.610837956549423,-0.48143675468883057,0.24644367569930234,0.7824141846707147,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,17.39,16.0,1.39,8.69
578,pontus jansson,se SWE,Brentford,-2.234093735120475,-1.1440566526756624,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6887840122661945,-0.8174892498920415,1.1492918987100496,-1.1790263730473627,-0.3041753519952772,-1.0914144196386353,-0.8739724448398173,0.29717568425395874,-0.640130245420624,1.14967032793532,-0.6234130138535671,-0.7488301980756793,-0.7837483618776331,-0.6578750410617571,-0.7262732797114314,0.2662879823554713,0.5199823391651556,0.8387782358557608,0.60865918099327,-0.8801651684244692,-0.5597964197860759,-0.7833742421652848,-0.6279108018223069,-0.45543110399107606,-0.9164397938476183,-0.6843316861333739,-0.8176080683294146,-0.8229777481582592,0.9969842482428843,-0.8792794186343812,0.05709593571822078,1.3345892351446453,-0.7690491537989717,0.950705334380737,-0.9963996309863337,-1.0275861958283128,-0.41294118952448305,-0.5119602274269239,-0.05227280233776209,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,5.6,5.0,0.6,12.0
579,julian jeanvier,gn GUI,Auxerre,-1.1675293555550201,-0.43925997384044757,-0.33626947892839676,-0.5980096257532103,-0.5176320327974181,-0.4683023021806388,-0.8174892498920415,0.9022605030881865,0.8042605354417761,2.8844214413345246,-0.6472851594833887,-0.7849595277066861,-0.2601859641317372,-0.6674043313540732,-0.8670171154301917,-0.6234130138535671,-0.6444497819177948,-0.7581922454367422,0.30754424555359466,0.8506469713183133,-1.4329353048847104,-0.8166154372871238,-0.732478580701507,-0.599745042279586,-0.8801651684244692,-0.8497270420594608,-0.7833742421652848,-0.6279108018223069,-0.9147668600826004,-0.7956398634750571,-0.34889994364565957,-0.9462038011055853,-0.8229777481582592,-0.5277063092175754,-0.8189851424091444,-0.5314045996549571,0.5406196582989049,-1.028820420086368,0.42230344206970183,-1.1067727353456067,-1.0275861958283128,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,0.89,0.8,0.09,11.25
580,fredrik jensen,fi FIN,Augsburg,-0.45648643584471726,-0.8000089848082352,-0.07293162926391114,0.1494799577545871,-0.004793742571473367,-0.3985773169399078,0.5324916781020992,-0.33289647502112946,-1.1790263730473627,-0.3041753519952772,0.22782872801533277,-0.5363827146756464,-0.6618555177919843,-0.7688709468685472,-0.12712562516362397,0.18587599598707147,-0.528025471587847,-0.38407039372149676,0.45309976876636954,1.9423609912619797,0.21351176592266063,-0.3710530610573378,-0.7913789726385133,-0.5829305036392197,0.13497921728868198,-0.3865000773929849,-0.07146191954222626,-0.04925359366419873,-0.4566217098907433,-0.6425924940623639,-0.5272606868302415,-0.727536795583236,-0.07277288065271331,0.0812856177968008,-0.7801818953334975,-0.3496430952092464,0.46165656377107556,-0.7438392840748785,-0.43783879886533006,-0.0355434597579613,-0.2178326228319457,0.1583943776485245,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.3543180050219596,-0.31654135463345295,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,3.66,2.5,1.16,46.4
581,mathias jensen,dk DEN,Brentford,0.9655994035758887,0.9035280114285398,-0.19423933896788725,1.0997848967875776,0.37971220819161183,-0.4533715880854304,0.7963267435290003,-0.08586507939926628,0.14316489927872983,-0.3041753519952772,0.8492113700262606,0.3306690336952229,1.4375801512893436,1.1757450707787576,0.2258722234899084,3.0320214520826947,-0.4144834607178798,-0.4384946276831832,0.6409280891445519,1.1678971993361305,1.6805328456197337,0.5864901876332861,0.34638560427049725,0.21953334985719333,1.7618131687520666,1.1003435973414464,0.9852051467287131,1.4257153040534976,0.946388282276837,2.4086294760682967,1.2364763173928857,2.266519126184319,3.4369268141809264,-0.026122189141270645,3.7257705496970543,1.7772630873489654,-0.7791920645233615,2.7910228837599464,-0.23989428145432778,0.9964480866116513,0.450355640200022,5.5348085610458035,-0.5119602274269239,-0.05227280233776209,0.16513985215454718,1.3736387182273369,1.0141436292109145,0.7824141846707147,4.1435950793106695,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,5.070303354157841,0.0,0.0,1.0,15.11,14.0,1.11,7.93
582,gabriel jesus,br BRA,Arsenal,0.6100779437207372,1.2108327244751738,1.9604277351215502,3.1927557306094116,2.877609529879426,4.169641362636815,2.2501523582919223,-0.33289647502112946,1.4653561716048225,-0.3041753519952772,4.367989741516346,6.358491910962513,0.8814223077597718,0.9203684204951397,0.556279679123469,-0.09400526361452226,3.7302631627348424,3.90819349229304,0.6857144039792523,0.6453674120126653,0.31781544646919885,1.7383894440170515,2.0367093876934286,2.0625072812539385,2.9461482854174106,0.40112206303404185,1.412103619910023,-0.0330673780513842,0.7146963742016411,1.6311078903228733,1.4351805936197404,0.5573353361212896,3.0329703470625557,0.8746043320874219,2.03753081539043,2.417877061059726,0.2412540801439523,2.9751645408750638,0.16809136276501574,2.631957592778274,2.183115034164277,-0.02139653509822594,8.006024426575792,6.497640921191487,9.503631412074741,7.578546334533139,2.0125317460930123,2.8128878313249817,-0.27162260048869397,-0.26818175823197155,2.5750142311438715,3.7015633505047942,-0.17282534396494637,0.0,1.0,0.0,77.02,75.0,2.02,2.69
583,juan jesus,br BRA,Napoli,-2.234093735120475,-1.1607579957760228,0.6262757646728279,-0.5980096257532103,0.1590591551355717,-0.4400354162722343,-0.6753859943137108,1.1492918987100496,-0.5179307368843165,-0.3041753519952772,-0.5696123292320232,-0.8192459846764848,0.3710090487629353,0.20931282966424106,3.412627746878982,-0.6234130138535671,-0.21889885450488128,-0.038458605356246026,2.6096979290209696,4.610995262235394,0.7304295022166217,2.114145385026427,2.09474023227472,1.93997609983924,-0.7109744374722773,0.031163579273510225,-0.6053961615095201,-0.6279108018223069,0.12225087852734721,0.08937318573747621,0.28458821318233535,-0.10680465087463063,-0.07277288065271291,2.2671766409483105,-0.438713321067801,1.831494958139295,2.198844643383289,0.9802965887946352,0.8726272191797309,-0.0355434597579606,-0.5648698684018171,-0.41294118952448305,-0.5119602274269239,1.0723982837405501,-0.610837956549423,2.132117852473849,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,7.06,4.0,3.06,76.5
584,joelinton,br BRA,Newcastle Utd,0.2545564838655857,0.6797300138837086,-0.09831078542078876,0.11149563859265291,0.024588470354016175,0.7131085704013977,0.19412693317607493,-0.08586507939926628,2.1264518077678685,-0.3041753519952772,3.2072788320164474,1.0058484940235655,2.2617852094493305,2.1470884013218066,0.93418409930444,0.0312724693137649,0.5872700105251705,0.8865967232927024,-0.07633845302955145,0.08112855059391634,0.45300931596146554,1.2762894579073139,1.5085127623562493,1.813657692510524,1.2276200566897266,0.6206632158971996,1.2755085545116303,0.9168611507256507,1.3885793134131574,3.070725704614517,3.025287908854164,2.0001034941459235,2.514909293452957,0.9263790303613693,3.1323793559556177,3.8567163829656406,-0.33751937095562107,5.201853686287917,0.7696227573417836,1.4377743704762274,2.0605599229665255,-0.0740020243833863,1.1266090049568185,2.431756832225448,1.3348403913831923,-0.48143675468883057,0.8176715088071691,1.1467674696975259,2.496044639681105,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,33.07,32.0,1.07,3.34
585,brennan johnson,wls WAL,Nott'ham Forest,0.9655994035758887,1.1039441286328662,-0.053722634924989424,-0.5980096257532103,-0.3189951782844323,0.3444793864779475,-0.374782953667242,-1.3210220575085823,0.14316489927872983,-0.3041753519952772,0.1664871082270756,-0.5182504537781564,-0.7677903451309501,-0.35984735589231204,-0.6833757904196048,0.21700249636555827,0.061353298345060196,-0.08990651402315275,-0.2506851786360634,-0.33829491262375816,-0.021812322418154534,-0.4771216124935795,-0.5643355814967247,-0.7930703631386217,-0.17737290139228712,-0.7420496517860007,-0.3213157635397417,-0.6279108018223069,-0.5758013604474086,-0.6200704731454453,-0.6469563579859416,-0.7155996389542241,0.3456106031484574,0.14220788711540597,-0.7670484886309704,0.3168157544250307,-0.5214773494160552,0.7391587044772209,-0.9096065653615517,-0.6312984508028269,-0.547073086577721,-0.41294118952448305,-0.033910068273710174,0.23422877514560222,0.5244596256430855,0.8756012144148687,-0.5266588109123213,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,1.1299882770397087,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,6.47,20.0,-13.53,-67.65
586,paul joly,fr FRA,Auxerre,-0.8120078956998688,0.03505817020979174,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6642860444789105,-0.6915340915385211,-1.073990661886719,0.14316489927872983,-0.3041753519952772,-0.7819180652524231,-0.506382064827072,0.6214004588368561,-0.015281813665547626,-0.8928828093351721,0.1591226402898612,-0.7488301980756793,-0.6712074603178787,-0.6578750410617571,-0.7262732797114314,-0.48325916622233606,-0.8719840401990159,-0.8304475827785454,-0.7286968278236999,-0.5302479748642538,-0.3561245387263302,-0.0997766141920062,0.7398244174604958,-0.39161462776892497,0.1991680377074531,0.6105578472782953,-0.12091219961800745,-0.37967487190498156,-0.655624613492911,0.49256460874773544,-0.3881985658492448,-0.4859005705628579,-0.1952505972527598,-0.011341676628845916,-0.629470981505143,-0.5490954481486408,-0.41294118952448305,0.03208338804037007,-0.4134476633141304,-0.2878324154879179,-0.48143675468883057,-0.2688679398234463,-0.45450036546884703,-0.27162260048869397,0.7846134236326372,-0.34483202663361295,0.8392090892093007,-0.17282534396494637,1.0,0.0,0.0,2.67,1.5,1.17,78.0
587,frenkie de jong,nl NED,Barcelona,0.2545564838655857,0.1452870346721713,0.7082341405188924,0.3603103531029407,0.6668230798980616,0.7463040415451134,1.0954391905854866,-0.33289647502112946,-1.1790263730473627,-0.3041753519952772,1.3757933269098797,1.1680498096883813,2.5250172046552453,2.1791858786582767,1.865542945045153,-0.128218689650379,1.5158336633379876,0.6527649713742547,1.2272632109090462,0.556723965948863,1.4468847143387382,1.8459844295034467,1.948580000431041,2.702334440585246,2.048135944209622,3.1004559895457513,2.6392811550609596,1.0412926832491596,2.5006052237021246,1.5870875767125328,0.2325466170276829,1.9463862893153703,2.783776422541482,2.1221816399700324,0.19169020065348427,-0.1538999365754027,-0.7791920645233615,0.29305361849000355,-0.4055811738057592,2.3820322875049773,2.5317701689908843,-0.046700441336657586,3.0291520625968804,1.005344723052954,0.44036350844364,4.54462979754709,0.7450974808303493,1.2918013016014016,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,49.73,50.0,-0.27,-0.54
588,joan jordan,es ESP,Sevilla,-0.8120078956998688,-0.576210987263404,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.46670775989862645,-0.24659190492874822,0.4081977118444601,0.14316489927872983,-0.3041753519952772,1.035227840423121,-0.5027556126475746,-0.2377149401507452,0.3332301397091415,0.45236795260342066,-0.5741508252380292,-0.23629559053119556,-0.27018678902124044,-0.6578750410617571,-0.7262732797114314,1.0057465266712162,0.609178209832389,0.6881329702826127,0.86514835812835,-0.42701796594412317,0.5014002836322906,-0.6642036042436802,-0.6279108018223069,-0.07788997320667414,-0.14992328650477946,-0.5248951597323027,0.20898740176558575,0.18166723175301386,-0.1415883507937583,0.7074749002436264,-0.020862378542877456,0.2178254696796513,-0.16456032106690818,-0.5586216108781545,-0.03664598255738997,-0.09810881783348176,-0.15790445033187012,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,1.2685482357714943,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,11.85,14.0,-2.15,-15.36
589,jorginho,it ITA,Chelsea,0.2545564838655857,0.1553078405323876,0.7035774146185476,-0.5980096257532103,0.21340397235708883,0.6616483422091738,-0.5452074874552401,0.9022605030881865,0.8042605354417761,-0.3041753519952772,0.711391886605888,2.424780328619846,1.8524915583669601,2.5512009028695086,1.545767463000937,-0.5529282113436068,-0.46677660806324994,-0.5793889438932077,-0.6578750410617571,-0.7262732797114314,4.352468465619052,1.7014869701021316,1.6544441659484221,1.5952361842065124,-0.231797891768517,2.552333288605806,0.4101990399947036,-0.6279108018223069,1.8352946469682112,2.6988564274294915,2.3019097223044946,2.530221768079757,1.333205472434604,1.026503856921807,4.7668915173882676,1.0027641826245808,0.17183597506454296,1.1885520343414924,-0.5078525078014436,0.3002275933503255,0.8564458436407575,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,0.2462635912626351,0.6385594896115853,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,34.52,35.0,-0.48,-1.37
590,josan,es ESP,Elche,-0.10096497598956576,-1.5515694243244595,0.005999874746929993,-0.5980096257532103,-0.2770088963045551,-0.5635399639335711,-0.49552103445582363,1.643354689953776,0.8042605354417761,-0.3041753519952772,-0.7369076559272727,-0.5805594957713481,-1.0061437066436238,-0.9423376413263067,-0.3996184146809435,-0.15111338827587675,-0.23742792246190195,-0.7249379643236393,1.8099423069727505,0.2814627386981094,-0.7591348430302064,-0.6273003849693657,-0.8345359808720753,-0.6531291087874938,-0.6246043440491302,-0.7683361756321438,-0.6489572302014904,-0.6279108018223069,-0.8554746862791843,-0.9517584175582398,-0.557539433683857,-1.0379028679375384,-0.8229777481582592,-0.30640155059431395,-0.8637581198041222,-1.136005221669015,-0.7791920645233615,-0.9773045993458295,-0.672073144468349,-0.7316129224988165,-0.8965371660326967,-0.26910845932708244,-0.5119602274269239,-0.6709942941369419,-0.19800247211578348,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,-0.13,1.0,-1.13,-113.0
